filepath,label,group_id,clean_stem,ahash,dhash
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_162806 (Custom).jpg,Anthracnose,Anthracnose__g0388,IMG_20211011_162806,1111010011111100111111000000000011000000111111101111111011111111,0000010000000000101100000011011000000111110000001100000010000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164423 (Custom).jpg,Gall Midge,Gall Midge__g0357,IMG_20211106_164423,1111111111111000110000001000000110000111111111111111111111111111,0000000000000001000000110001111100111111001000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134944 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0108,IMG_20211106_134944,1111111111111111111111111111111100000100000000000000000000000000,0100000001000000010001100001111100011001101110110000011110010011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164128 (Custom).jpg,Gall Midge,Gall Midge__g0320,IMG_20211106_164128,1111111111111111100000111100000011100000111110001111111111111111,0000000000110001001111110000111100000000000000000000000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162415 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0176,20211011_162415,1111100011001000100000001000000001110000111100001111100011111100,1100001001010010000111000010011011001011010000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161857 (Custom).jpg,Healthy,Healthy__g0431,20211231_161857,1111110011111100111111101100001111000001111100011111111111111111,0000000000100000100100000001111000000011110000111111000001000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123846 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0289,IMG_20211107_123846,1111111111111111111111111000001100000000100000001110000011111100,0000000000000000000000000011111100001110000010000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164010 (Custom).jpg,Die Back,Die Back__g0313,20211129_164010,1101111111001111110011111100010011100000111100001111100011110000,0001000010011000100110000001100000001100000000110000001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160913 (Custom).jpg,Healthy,Healthy__g0341,20211231_160913,1111111101111111000001110000000010000000110000001111000111111111,0000000011111000111111110010011100110000000000110100001100100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161339 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0045,20211011_161339,1111111111001111110001111110011110000011111000011110000011100000,0001010000011101000111010100110001010110010011110000100000001000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134558 (Custom).jpg,Anthracnose,Anthracnose__g0087,20211011_134558,1111000011100001111000111100001111000111100001111000111110011111,0000001100000111000001100000011000001100000011000001100000111000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162125(0) (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0148,20211011_162125(0),1111100011111000111111001110010011110000110000001000000011110100,0000000000000000000000001100100001101010001001110100101101101001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141730 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0333,IMG_20211106_141730,1111111111111111111111111100000011000000110000001110000011000000,0000000000000000000001000000111000001111000011110000011100000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125226 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0392,IMG_20211107_125226,1100011111000111100000111100001111000011111000111110001111100011,0010011000010110000111100000111000000110100001101100011011000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002836 (Custom).jpg,Die Back,Die Back__g0460,IMG_20211028_002836,1111111111001111110011111110011111100111111001111110000000000000,0010000010011000100110001100100011001100111011001000110010010001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162744 (Custom).jpg,Die Back,Die Back__g0234,20211129_162744,1111101111110011111100101111000011100000111000001110000011100000,0000011000000110000001000000010000001100000011000000110000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_170157 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0230,20211011_170157,1111110011111100111110001111000011100000111000001110000011100000,0001000000000000000000000010000100000110000001110001000000010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134356 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0056,IMG_20211106_134356,1111111111100111111001111100001111000001110000011100000111000011,0000100010001100000011101000111100001111000010110000101100011011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_143213 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0462,IMG_20211106_143213,1111111111011111110011111100111111100000111000001110000011100000,0011000000110010000100100001101000001011000010010000100000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_120920 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0011,IMG_20211106_120920,1111111111110011111000111110011111001111100111110111000000000000,0010001100000010100001101100111010011000011101001100000011000100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162457 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0197,20211011_162457,1111110011111100111110001100100011000000111000001110010011100000,1000000010000000000000000011100000010100010001000010100001010100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002057 (Custom).jpg,Die Back,Die Back__g0442,IMG_20211028_002057,0111111011111110111000001100011000111110011111000011110000000000,1111000011100100110001101011111001110000111100001111000011110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_170254 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0232,20211011_170254,1111110011111000111100001111000011000000111000001100000011110000,0000000000000000000010000000011000000110000000000001000000100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140622 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0264,IMG_20211106_140622,1111111111111111111111110111101100000001000000111000011111111111,0101110110101111001111111110001111111111001101110010111110011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003738 (Custom).jpg,Die Back,Die Back__g0485,IMG_20211028_003738,1111111111000111111000111111000111111001111110011111100101110011,1011000010011100100011101110011111110011111110011111001111110010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_144843 (Custom).jpg,Sooty Mould,Sooty Mould__g0433,IMG_20211212_144843,1101111111001111110001111110001111100001111000001111000011111001,0001000010011100100111110000111100000111000001110010011000010010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163905 (Custom).jpg,Gall Midge,Gall Midge__g0286,IMG_20211106_163905,1111111111111111111110111110001110000011000011111111111111111111,1111111111100111110001111000011100001111001111010011011111000110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164303 (Custom).jpg,Die Back,Die Back__g0345,20211129_164303,1111111111111111101111111000011011000000111100001111100011111000,0000000000000000011100000011110000000111000000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162415 (Custom).jpg,Healthy,Healthy__g0489,20211231_162415,1110111111100110111001101110001011110010111100101111001011111011,0001100001001100110011001100010010100110001001100101011010010010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163947 (Custom).jpg,Gall Midge,Gall Midge__g0292,IMG_20211106_163947,1111111111111111100000000000000000000000111111111111111111111111,0000011000000001000000010001011100010111001111110001111000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130050 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0465,IMG_20211107_130050,1110000011101100110010001001000000000001000000010000001100000111,0001010000010000001100010011011101100111110000110000011110001110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164150 (Custom).jpg,Die Back,Die Back__g0339,20211129_164150,1111111111111111001111110000111100000110111000001111100011111100,0000000010000000111100000111100000001100000001100000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170036 (Custom).jpg,Gall Midge,Gall Midge__g0440,IMG_20211106_170036,0001111110011111100011111000111110001111110011111100111111000111,0011111100110111001111110011111000111011000110101001111110011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164156 (Custom).jpg,Die Back,Die Back__g0341,20211129_164156,1111111111111111111011110000001100000000111110001111110011111100,0000000000000000100110000001111000110011000000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154101 (Custom).jpg,Sooty Mould,Sooty Mould__g0297,IMG_20211211_154101,1111110111110001111000011100000110000001100000111000011100011111,1111000111100011100001010001111100010111001011110011111101111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_140530 (Custom).jpg,Anthracnose,Anthracnose__g0206,IMG_20211011_140530,0000001100001111001100110000001100000111111111111111111111111111,1111111111111111111001101000111010011110110100001110000011101000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163027 (Custom).jpg,Die Back,Die Back__g0261,20211129_163027,1111110010111110100111111100011011100000111100001111000011110000,1100000001100000001100000001100000001110000001110000001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161950 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0121,20211011_161950,1111111111110000111110001110100011000000110010001111000011110000,0000000000000100000100110001101110011000100100100001011000000110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155827 (Custom).jpg,Healthy,Healthy__g0247,20211231_155827,1111111111111111111111111100000010000000100000011111111111111111,1100100001001000110000100000001100110001000011111000000011000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123525 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0266,IMG_20211107_123525,0111111111111111111111110000001100000001000000111111111111111111,1111111111111111011111010001111110000111000111110011110011000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_120956 (Custom).jpg,Sooty Mould,Sooty Mould__g0023,IMG_20211108_120956,1111111100111111000001110000001111000001111000001111000011110000,1100000111111011110111110000111100001011010001100000010100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121307 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0009,20211109_121307,0000000000000000000000000000000010000001111111111111111111111111,0000001100100111000001110000001100000111000001110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153254 (Custom).jpg,Anthracnose,Anthracnose__g0263,IMG_20211011_153254,0111111101111111001111110000000100000001011111110011111100011111,1111100011101000111110000011001110000111111111101111111111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162708 (Custom).jpg,Die Back,Die Back__g0229,20211129_162708,1111001111110010111100001110000011100100111000001111000011110000,0000010000000100001001000000110000001100000011000000011000000110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162424 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0180,20211011_162424,1111100011111100111110001111100011100010100100001111110011111100,0000000000000000000100010001001010001110001010010110100010001010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162419 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0178,20211011_162419,1111100011111000111100001111000011110000111100001110000011001100,0000000000000000010001000100001100000100001000100000101000011001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161956 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0125,20211011_161956,1111100011001000110010001110000000000000000000001110011111111111,0000000000010000100100000100001101100111011010110010100000001000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163759 (Custom).jpg,Gall Midge,Gall Midge__g0267,IMG_20211106_163759,1111111111111110111110001111000011000001100000111000011111011111,0000000000000000000000000000001110000111000101110011111000111000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163911 (Custom).jpg,Die Back,Die Back__g0303,20211129_163911,1111111111111110111111001110000011000000111000001111000011110000,0000000000000000000000000000110000001110000011000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141154 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0298,IMG_20211106_141154,1111111110000001100000001100000011111100111111101111111111111111,0100011000000111000110010001000000000100000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145327 (Custom).jpg,Sooty Mould,Sooty Mould__g0465,IMG_20211212_145327,0000111100000011000000011000000011100011111111111111111111111111,0111111111101111001111110001111100001111001111111111111111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161403 (Custom).jpg,Healthy,Healthy__g0391,20211231_161403,1111111011111100111110001111000011000000110001101001111111111111,0100000011001000111000011100001110000110000111000011100001100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161001 (Custom).jpg,Healthy,Healthy__g0353,20211231_161001,1001111110001111110001111110001111100011111000011111000111111001,0011000000111000000111000000111000000110000001110010001100010011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003326 (Custom).jpg,Die Back,Die Back__g0473,IMG_20211028_003326,1111011111111011111110101111100011110000111100001110010011111100,1000010010010110000000100001001000100100000001001000100000110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162209 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0161,20211011_162209,1111110011111100111110001111000011100000110000001100100011001100,0000000000000000000100101000001010001100000101000001010010010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162009 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0128,20211011_162009,1111110011111100111110001111000011110000011110000011110000111100,0110000001100000110000001100001011000001110000011110000111100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_143320 (Custom).jpg,Sooty Mould,Sooty Mould__g0425,IMG_20211212_143320,1111111111111111000000110000000010000000111110001111111111111111,1010000000001100000011110000001100010001000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165852 (Custom).jpg,Gall Midge,Gall Midge__g0423,IMG_20211106_165852,1111111111111111111111111000000000000000111000111111111111111111,1001111111101011110010000001100010001111100011111110001111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125945 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0450,IMG_20211107_125945,1111111111111001111100011110001111000011100001110000011100001111,1111101111100011110000111000011100000110000011100011110001111010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125818 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0434,IMG_20211107_125818,1111000111100001111000011100001111000011110001111100011111001111,1100001110000011000000110000011000000110000011100000110110011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125233 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0394,IMG_20211107_125233,1000111100000111000001110000011100000111100001111000011110000111,0100111101001111011011110010111100111111000011110000111100011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_143110 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0447,IMG_20211106_143110,1111100011000000110000001110000011110000111110001111111111111111,0000000000011000000011100000001100000111000100010000000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_160605 (Custom).jpg,Anthracnose,Anthracnose__g0305,IMG_20211011_160605,1111111111111111111111110000001100000000110000001111111111100000,1111000011110000000111000000111100000111000011110100000000000100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134420 (Custom).jpg,Anthracnose,Anthracnose__g0081,20211011_134420,1110110011101100111001101110011011100011110000111100001111000011,0000100010001000110010001000110010001100100101101001011010010110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_155447 (Custom).jpg,Sooty Mould,Sooty Mould__g0371,IMG_20211211_155447,1111111111111111000000000000000010000001111101111111111111111111,1111111111110111001100110011101100001111100011100000001100000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_131115 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0002,20211011_131115,1111111111111111110011001110000010100000111000001001100011111000,0100000000101100000110010000101101001011100101000010001000100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_152911 (Custom).jpg,Anthracnose,Anthracnose__g0220,IMG_20211011_152911,1111111111111111111111111100000110000001111000101111100010000000,1110000010010000100000000000101100000111100011100010000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145253 (Custom).jpg,Sooty Mould,Sooty Mould__g0457,IMG_20211212_145253,1111111111110011111000111100001110000011100011111001111111111111,0111011000100110010001100000111000011111001111110011011101000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163834 (Custom).jpg,Die Back,Die Back__g0294,20211129_163834,1101111111011111110011111100110011000100111000001110000011100000,1001000000110000001100000001100000011000000011000000110000000100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130036 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0461,IMG_20211107_130036,1111111111111100100000000000000000000000110000001111000011111001,0000000000100001001100001001100011011111100011000000010100000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155509 (Custom).jpg,Healthy,Healthy__g0222,20211231_155509,1111111111111111111111111110001110000000100000001111111111111111,0100000001000000111000001000011000000111000000111101000011100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162841 (Custom).jpg,Die Back,Die Back__g0244,20211129_162841,1111111111111111111100001110000010000000000110001111100011111100,0000000000000000010001101000011100111001011100001100000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_193728 (Custom).jpg,Die Back,Die Back__g0413,IMG_20211027_193728,0000000000100000101111001101110011011110110011101100111011001100,1000000001000000001000000011000010010000100110001001000010010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_161938 (Custom).jpg,Anthracnose,Anthracnose__g0349,IMG_20211011_161938,1011111110011111110011111100011111100011111100011111100111111100,0110000000110001100110001000111011000110111000110101001101000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141245 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0304,IMG_20211106_141245,1111111111111001111110011111000111110000111100001110000011000000,0000001100000011000000110000001100000110001001011000100010011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165843 (Custom).jpg,Gall Midge,Gall Midge__g0420,IMG_20211106_165843,1111001111110011111100111110001111100011111000111110001111100111,0000011100100111000001110000011101000110010001100100111000001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141129 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0293,IMG_20211106_141129,1111100011111000111110001111100011100000111000101111110011111110,1000000010000000000000010000000100000111000011101100000010000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124959 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0362,IMG_20211107_124959,1111000111100001111000011110001111100011111000111110011111101111,0010010100000111010010110100111100000110000011110000110100011001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155850 (Custom).jpg,Healthy,Healthy__g0251,20211231_155850,1111111110011111100001111100001111100001111100011111100011111101,1110000001110000001111000000111010001011110000111110000111001001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003454 (Custom).jpg,Die Back,Die Back__g0477,IMG_20211028_003454,1111111111111100111110001111100011000010100000101111111011111100,1000000000000001000010010100001100000110000011001000110000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163713 (Custom).jpg,Gall Midge,Gall Midge__g0255,IMG_20211106_163713,1111000011110000111100001110000011110011111111111111111111111111,0000001100000011000001110000011100000111000011100001000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123230 (Custom).jpg,Sooty Mould,Sooty Mould__g0239,IMG_20211108_123230,1001111110001111100011111000011110000111100000111100001111100001,0011111100111111001111110011111100101111001001110000011110000011
