filepath,label,clean_stem,ahash,dhash,group_id
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003457 (Custom).jpg,Die Back,IMG_20211028_003457,1111111101111111001111111001111110000111110000001111100001111111,1011000011010000011000000111000000111110000001111110001111000100,Die Back__g0478
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_120836 (Custom).jpg,Sooty Mould,IMG_20211108_120836,1111111111111111001111110000011100000011001000010000111100000011,1111101111111101111101110011110110001111111000111111111101111111,Sooty Mould__g0008
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164413 (Custom).jpg,Gall Midge,IMG_20211106_164413,1111110011100001000000010000001111011111111111111111111111111111,0000000100000011000011111011111110110000000000000000000000000000,Gall Midge__g0354
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002858 (Custom).jpg,Die Back,IMG_20211028_002858,1111111111111111111111110000111110000001111110000011111000000000,1101000010000000110000000111110000000111111000111111100010111000,Die Back__g0464
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162912 (Custom).jpg,Die Back,20211129_162912,1111111111111111111111001111000010000000110000001111000011110000,0000000000000000000000000000001100001111001100000000000000000000,Die Back__g0252
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162120 (Custom).jpg,Cutting Weevil,20211011_162120,1111100111110000001000001110000011110000110010001100101111111111,0000001000000111110001011001011100000110000100100001001000000000,Cutting Weevil__g0145
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155708 (Custom).jpg,Healthy,20211231_155708,1111111111111101111100011100001110000011000011110001111111111111,1111110011110001110000111000111100111110011111000111101001100001,Healthy__g0236
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160804 (Custom).jpg,Die Back,20211129_160804,1111111011111100111111001100110011000000111100001111000011111000,0000000010000000111000000011100000001111000000010000000100000000,Die Back__g0041
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130026 (Custom).jpg,Powdery Mildew,IMG_20211107_130026,1110011111000011000000010000000000000000000000010000011100111111,0100111100000111001100111110000000010001001111110001111111111000,Powdery Mildew__g0458
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_125752 (Custom).jpg,Healthy,20211231_125752,1111111111111111111111110000000000000000110000011111111111111111,0000000000000000001011000000110000000001000001110000000000000000,Healthy__g0141
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160434 (Custom).jpg,Healthy,20211231_160434,1111111111111111111111111100001011000000111000001100000011100000,1000000010100000110000000001111000000011000000010000000000000000,Healthy__g0290
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135057 (Custom).jpg,Bacterial Canker,IMG_20211106_135057,1111100011111000101110001000000011100000111110001111111011111111,0000000000000000011000000001011000000011000000010000000000000000,Bacterial Canker__g0121
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_170540 (Custom).jpg,Cutting Weevil,20211011_170540,1111100001111000011110001001100011100000111100000111100001111100,1000000010000000110000000110000001000011010000111001001110010001,Cutting Weevil__g0237
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134713 (Custom).jpg,Anthracnose,20211011_134713,1111110011100100000000000000000000000000111110001111111111111111,0000000000001000000111111000101000000000001000010000000000000000,Anthracnose__g0108
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163810 (Custom).jpg,Gall Midge,IMG_20211106_163810,1100111111000111111000111110000011110000111111001111110011111100,1001000010011100000011100000011100000011000000010000000000000000,Gall Midge__g0271
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121218 (Custom).jpg,Powdery Mildew,20211109_121218,1111111111000000000000001000000011000001111111111111111011111100,1000000100000011000000010000000100000111000000000000000000000000,Powdery Mildew__g0001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161610(0) (Custom).jpg,Cutting Weevil,20211011_161610(0),1111000011110000111000001111000011000000110000001111111011111110,0000000000000000000000010000000100000001100100000010000011000010,Cutting Weevil__g0079
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_133809 (Custom).jpg,Anthracnose,20211011_133809,1111111111111111100111111100111011000000111000001110000011000000,0000000001100000001100000001100000001100000001100000011000000010,Anthracnose__g0065
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122203 (Custom).jpg,Sooty Mould,IMG_20211108_122203,1111111111110001111100011110001111000011100001111000011100011111,1011001111100011111000111000001100000110000011000011110001111000,Sooty Mould__g0102
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161636 (Custom).jpg,Gall Midge,IMG_20211106_161636,1111111111111111111111111111110011100000100000000000011100011111,0000000000000000000000000000000000000000000001110011111100110000,Gall Midge__g0071
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163005 (Custom).jpg,Gall Midge,IMG_20211106_163005,1111111111111001111000011100001110000111100011111111111111111111,0000110000000011000000110000111100111101001111110100111100000111,Gall Midge__g0189
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161007 (Custom).jpg,Healthy,20211231_161007,1000111110000111110001111100001111100011111000011111000111111001,0001100000111100001011101001011010001011010001110010001100000011,Healthy__g0354
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_160205 (Custom).jpg,Anthracnose,20211011_160205,1111111111111111111111111100000000000000000000001100001111111111,0000000000000000000000010000000101100000001110110001111101000000,Anthracnose__g0123
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162457 (Custom).jpg,Gall Midge,IMG_20211106_162457,1111111111001111110001111100011111000111111001111110011111111111,0011011110011011100111010001111100001111000011110100111101001111,Gall Midge__g0132
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161934(0) (Custom) (Custom).jpg,Cutting Weevil,20211011_161934(0),1111100011111000001110001000000011100000111100001110000011111110,0000000010000000111000000011000101000101011000110000100000010000,Cutting Weevil__g0120
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123836 (Custom).jpg,Powdery Mildew,IMG_20211107_123836,1111111111111111110000110000000000000000110000001111000011111111,0000000000000000001001110000110100110000000000000000000000000000,Powdery Mildew__g0287
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002906 (Custom).jpg,Die Back,IMG_20211028_002906,1111111111111111101111111000111111000111111000110000001100000001,1111000011010000011000000011100010001100111001100010011100111111,Die Back__g0465
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123139 (Custom).jpg,Powdery Mildew,IMG_20211107_123139,1111111111111110111110001111000011000000100000001000000100000011,0000000000000000000000000000000000000001001000110110101101000111,Powdery Mildew__g0254
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121838 (Custom).jpg,Powdery Mildew,20211109_121838,1111110011110000000000000000000000000000000000001111111111111111,0100000001000011000000110000000100100001011100010111000100000000,Powdery Mildew__g0076
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161648 (Custom).jpg,Gall Midge,IMG_20211106_161648,0000000000000000010000001100010011001110111111101111111111111111,1111000111100011110001101000110000111000111100001110000011100000,Gall Midge__g0074
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_165900 (Custom).jpg,Anthracnose,IMG_20211011_165900,1111111111111111111111110110000100000001000111110000111100000111,1111110011111100111111001100111100111111111111101111111111111111,Anthracnose__g0467
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161916 (Custom).jpg,Die Back,20211129_161916,1111111011111110111111001111100010000000100000001111100011111000,0000000000000000000000001100000000000011001000010000000000000000,Die Back__g0146
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154919 (Custom).jpg,Sooty Mould,IMG_20211211_154919,1111111111110011111000011100000110000011100001111000011110001111,0111001011000111100011110001111100011111001011100011110000111100,Sooty Mould__g0349
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122740 (Custom).jpg,Sooty Mould,IMG_20211108_122740,1111111100000000000000000000000100000111001111111111111111111111,0011110101111001111011011110011101111111011111111111111111111111,Sooty Mould__g0179
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124006 (Custom).jpg,Powdery Mildew,IMG_20211107_124006,1111111110000011000000000000000011111011111111111111111111111111,1111111100010111001110110000000111000011111111111111111111111111,Powdery Mildew__g0303
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121523 (Custom).jpg,Powdery Mildew,20211109_121523,1111111011000000000000001100000011111111111111111111111111111000,0100000000000001000111110000011111000011000000010000000100000000,Powdery Mildew__g0033
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122258 (Custom).jpg,Sooty Mould,IMG_20211108_122258,1111000011111000111000001100000110000001000000110000001100000111,1100010000000000000000010000001100100111000101111001111110101100,Sooty Mould__g0117
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165603 (Custom).jpg,Gall Midge,IMG_20211106_165603,0011100000000001000000010000011100111111111111111111111111111111,1111000011100011110001110111110001111000111100001111000011110000,Gall Midge__g0402
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121955 (Custom).jpg,Sooty Mould,IMG_20211108_121955,0111111100111111000100010000000100000011000001110001111100111111,1111111111111111111100110000001100000110001111111011111111111111,Sooty Mould__g0083
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142912 (Custom).jpg,Bacterial Canker,IMG_20211106_142912,1111111111111111111110001011100010000000110000001110000011100000,0000000000000001000000110110000000110000000110000000110000100000,Bacterial Canker__g0413
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161843 (Custom).jpg,Die Back,20211129_161843,1111111011111100111111001100000011000000111110001111100011110000,0000000000000000010000000001000100011011000000000000000000000000,Die Back__g0138
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_160852 (Custom) (Custom).jpg,Cutting Weevil,20211011_160852,1111100011111000111110001111000011100000111000001110000011100000,0000000000000000000000000000000011001100010011100000100100001100,Cutting Weevil__g0012
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_160903(0) (Custom) (Custom).jpg,Cutting Weevil,20211011_160903(0),1111000011110000111110001111100011111000110010001100000011000000,0000000000000000000000000000000000010000001100001001110000100000,Cutting Weevil__g0014
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162204 (Custom).jpg,Cutting Weevil,20211011_162204,1111110011110000111100000011000011000000110100001111000011110000,0000000000000110010001010110000100100101001000010000010000000100,Cutting Weevil__g0160
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161945 (Custom).jpg,Healthy,20211231_161945,1011111110011111100011111100011111000111111000111111001111110001,0110000000110000001110000001110010011100110001101100011011100011,Healthy__g0437
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155339 (Custom).jpg,Healthy,20211231_155339,1110011111100011111000111110001111100011111000111110001111100111,1100110011001110110011101100011010000110100001101100011011001101,Healthy__g0211
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_161934 (Custom).jpg,Anthracnose,IMG_20211011_161934,1111111111111111111100010000000010000000111111111111111011111100,1000000010100000101000110010001100011111100100001100000011000000,Anthracnose__g0347
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162422 (Custom).jpg,Gall Midge,IMG_20211106_162422,1111011111110011111100111111000111100000111100011111001111111111,0000011100000110000001110000011100000011000000110000001100000110,Gall Midge__g0124
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211008_125052 (Custom).jpg,Anthracnose,20211008_125052,1111111111111111111111110111101110000000110000001000110010011100,1100000110100000110000001100001000001111000110110011100000111000,Anthracnose__g0027
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_165137 (Custom).jpg,Anthracnose,IMG_20211011_165137,1111111101111111011111110000000100000000001111110001111100011111,1111100011111100111110000001111100111111111111101111111111111111,Anthracnose__g0456
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_121106 (Custom).jpg,Bacterial Canker,IMG_20211106_121106,1111110011111100111111101000000010000000111111101111111011111100,0000000000000000100000000010011100000011000000000000000000000000,Bacterial Canker__g0025
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140004 (Custom).jpg,Bacterial Canker,IMG_20211106_140004,1111110111111101111110001111100011111000111111001110000011000000,0000000100000001000000010000000100000001000000010000000000000000,Bacterial Canker__g0221
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_133419 (Custom).jpg,Anthracnose,20211011_133419,1111111111111111111111111111110100000000000000000000000010000000,0000000000000000000000000000100101001001110000000000000000000000,Anthracnose__g0054
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135215 (Custom).jpg,Bacterial Canker,IMG_20211106_135215,1111100000000000100000001110000011110000111111111111111111111111,1110001100100011000000000000001000000011000000000000000000000000,Bacterial Canker__g0137
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153436 (Custom).jpg,Anthracnose,IMG_20211011_153436,1111111111100111111001111110001111100011111000111111000011110000,1100100011001100110011001100111011001110111001100110010000100100,Anthracnose__g0287
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130046 (Custom).jpg,Powdery Mildew,IMG_20211107_130046,1000000000000001000000010000001100000111000011110011111111111111,0011000101100011110010111000111110011111001111111111111111111111,Powdery Mildew__g0464
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162015 (Custom) (Custom).jpg,Cutting Weevil,20211011_162015,1111111011111110111110001111000011100100011000000100100010011000,0100000011000000110000101001011010001101110001111001001001010011,Cutting Weevil__g0131
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_120804 (Custom).jpg,Sooty Mould,IMG_20211108_120804,1110111111100111110001111100011101000111000001110000011100000011,1100101111001101100011011000110110001111100011111101111111011111,Sooty Mould__g0003
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135118 (Custom).jpg,Bacterial Canker,IMG_20211106_135118,1111000011110000111110001000000011100000111111101111111111111111,1000000000000000001000000000011000000110000000000000000000000000,Bacterial Canker__g0123
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161502 (Custom).jpg,Gall Midge,IMG_20211106_161502,1111000111110011111000111110001111000111100001111000111110011111,0000001100000111000001110000111100011111000111110011111100110111,Gall Midge__g0054
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162021 (Custom) (Custom).jpg,Cutting Weevil,20211011_162021,1111110011111100111110001110000011100000111010001111100011111000,1000000010000000100000111000110000001101110000011100000111000001,Cutting Weevil__g0133
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160934 (Custom).jpg,Healthy,20211231_160934,1111111111111111000111110000001100000000100000001111001111111111,0000000000100000101111001001011101100001000010110000011100000000,Healthy__g0346
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_161519 (Custom).jpg,Anthracnose,IMG_20211011_161519,1111111111111111111111111111111111100000000000000000000110011111,1111000011110000111100001110000000000000001000110111011100110100,Anthracnose__g0319
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_133201 (Custom).jpg,Anthracnose,20211011_133201,1111110011111000100000001000000011100000111100001111110011111111,0000000000000000001110010001111110000111010000010001000000000000,Anthracnose__g0046
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161128 (Custom).jpg,Healthy,20211231_161128,1111000111100001110000111000001100000111000011110001111111111111,0100010110000111000100110011011101101111011110010111000011100000,Healthy__g0373
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134659 (Custom).jpg,Anthracnose,20211011_134659,0000000000000000100000001100000011100001111110011111111011111111,1001111011001111001111110000111010000111010000110000000000000000,Anthracnose__g0104
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165423 (Custom).jpg,Gall Midge,IMG_20211106_165423,0111111111111111111110011100000110000011000111111111111111111111,1110000011110010111000011000001100011110001111001111000011110000,Gall Midge__g0389
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161210(0) (Custom).jpg,Cutting Weevil,20211011_161210(0),1111100011111000111110001111000011000000110000001111000011100000,0000000000000000000000000000000010000110100101000000011000000100,Cutting Weevil__g0036
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163843 (Custom).jpg,Gall Midge,IMG_20211106_163843,1111011111100111111001111110011111100111111001111110011111100111,0010011101001101100011010000111100001111000011110100111100001111,Gall Midge__g0281
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161519 (Custom) (Custom).jpg,Cutting Weevil,20211011_161519,1111111011111000110110001000010011110000111100001111000011111100,0000000000000001001000010011110110000001110000010000011000000000,Cutting Weevil__g0067
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122304 (Custom).jpg,Powdery Mildew,20211109_122304,1111111111110000000000000000000000000000000010111111111111111111,0000000000000011000011110010010000010011101110111011000000000000,Powdery Mildew__g0157
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163945 (Custom).jpg,Gall Midge,IMG_20211106_163945,1111111111111111111110110000000000000001100001111111111111111111,0000110000001100000000110000001100000111001111110011110000000000,Gall Midge__g0291
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164054 (Custom).jpg,Die Back,20211129_164054,1111111111111111001111101000110011000000111100001111100011110000,0000000000000000111000000011100000001110000000110000000100000000,Die Back__g0326
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162841 (Custom).jpg,Die Back,20211129_162841,1111111111111111111100001110000010000000000110001111100011111100,0000000000000000010001101000011100111001011100001100000000000000,Die Back__g0244
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161339 (Custom).jpg,Cutting Weevil,20211011_161339,1111111111001111110001111110011110000011111000011110000011100000,0001010000011101000111010100110001010110010011110000100000001000,Cutting Weevil__g0045
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002812 (Custom).jpg,Die Back,IMG_20211028_002812,0000000000000000000000000000000011111110111111111111111111111111,1111000011110000111100001011000011110000111000001111000011110000,Die Back__g0457
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121303 (Custom).jpg,Powdery Mildew,20211109_121303,1111111110011111000000000000000100000011000011111111111111111111,0000000001011111111110111111001101001111111111001110000000000000,Powdery Mildew__g0008
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122504 (Custom).jpg,Sooty Mould,IMG_20211108_122504,0111011101110111001001110000011100000111000001110000111100011111,1110011111100101110011011100110110001111100111111001111110111111,Sooty Mould__g0150
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163825 (Custom).jpg,Gall Midge,IMG_20211106_163825,1111111111111111111111111111110011000000110000001111000011111111,0000000000000000000000000000000000011011000000110000000110000000,Gall Midge__g0276
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_124534 (Custom).jpg,Healthy,20211231_124534,1111111111000000000000000000000010000001110001111111111111111111,0000000000001000000000000000000100000111000111100001000000000000,Healthy__g0080
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134906 (Custom).jpg,Bacterial Canker,IMG_20211106_134906,1100000011110000111100101111000111110011111101111111011111111111,0000010000000100000001100010011000000110000001000000010000000100,Bacterial Canker__g0102
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_122254 (Custom).jpg,Powdery Mildew,IMG_20211107_122254,1111111100111111000001111000000111000000111100001111111111111111,0000000011111000001111100000111100000001000000010000001100000000,Powdery Mildew__g0226
